PID,Season,contestant,ChW,ChA,ChW%,SO,VFB,VAP,TotV,TCA,TC%,wTCR,VFT,JVF,TotJ,JV%,SurvSc,SurvAv,Days,Finish,Time,nonVFB,VFB%,nVFB%,NoJ,InRCA,InRCW,InICA,InICW,InChA,InChW,InChW%,TRCA,TRCW,TICA,TICW,TChA,TChW,TChW%,TrCh 2nd,TrCh 3rd,Exile,TVA,VAT%,NI VFT,NI VFT%,Sex,Birthday,Day 1 Filming date,Age,,VVp,VAPi
81,6,Jenna Morasca,4.72,12.93,0.37,2,9,3,73,11,0.81,3.27,9,6,7,0.86,2.02,13.14,39,1,1,2,0.82,0.18,7.99,4,0,8,4,12,4,0.33,5,2,6,3,11,5,0.455,0,0,0,4,0.36,3,0.43,F,,,,,,3
82,6,Matt von Ertfelda,4.64,12.93,0.36,0,10,6,73,11,0.90,2.55,7,1,7,0.14,1.39,8.05,39,2,1,1,0.91,0.09,7.19,4,2,8,2,12,4,0.33,5,1,6,3,11,4,0.364,0,0,0,4,0.36,3,0.33,M,,,,,,6
83,6,Rob Cesternino,1.64,12.93,0.13,0,10,4,73,11,0.90,3.18,8,0,7,0,1.02,4.82,38,3,1,1,0.91,0.09,4.82,4,0,8,1,12,1,0.08,5,1,6,3,11,4,0.364,0,0,0,4,0.36,6,0.60,M,,,,,,4
84,6,Butch Lockley,0.88,11.93,0.07,0,7,5,70,10,0.69,2.18,8,0,7,0,0.76,3.05,37,4,1,3,0.70,0.30,3.05,4,0,7,0,11,0,0.00,5,2,6,3,11,5,0.455,0,0,0,3,0.30,7,0.70,M,,,,,,5
85,6,Heidi Strobel,0.95,10.93,0.09,0,7,3,66,9,0.77,3.11,8,0,7,0,0.85,4.06,36,5,1,2,0.78,0.22,4.06,4,0,6,0,10,0,0.00,5,3,6,3,11,6,0.545,0,0,0,2,0.22,7,0.78,F,,,,,,3
86,6,Christy Smith,0.81,8.93,0.09,1,4,9,61,8,0.48,1.08,4,0,7,0,0.57,1.89,33,6,1,4,0.50,0.50,1.89,3,0,5,0,8,0,0.00,5,3,6,3,11,6,0.545,0,0,0,1,0.13,7,0.88,F,,,,,,9
87,6,Alex Bell,1.98,7.93,0.25,0,5,6,55,7,0.70,2.00,5,0,7,0,0.91,3.64,30,7,1,2,0.71,0.29,3.98,2,1,4,0,6,1,0.17,5,2,6,3,11,5,0.455,0,0,0,0,0.00,6,0.86,M,,,,,,6
88,6,Deena Bennett,2.05,6.93,0.30,1,5,6,48,6,0.81,2.33,5,0,7,0,1.07,4.05,27,8,1,1,0.83,0.17,4.39,2,0,3,1,5,1,0.20,5,3,6,3,11,6,0.545,0,0,0,-1,-0.17,6,1.20,F,,,,,,6
89,6,Dave Johnson,2.21,4.93,0.45,0,2,8,40,5,0.36,0.93,4,0,7,0,0.77,2.81,24,9,1,3,0.40,0.60,3.14,1,1,2,0,3,1,0.33,5,3,6,3,11,6,0.545,0,0,0,-2,-0.40,6,1.20,M,,,,,,8
90,6,Roger Sexton,0.88,2.60,0.34,0,3,11,31,4,0.66,1.40,1,0,7,0,1.00,2.28,21,10,1,1,0.75,0.25,2.28,0,0,1,0,1,0,0.00,4,2,6,3,10,5,0.500,0,0,0,-3,-0.75,7,1.75,M,,,,,,11
91,6,Shawna Mitchell,0.72,1.60,0.45,2,1,6,21,3,0.24,0.93,1,0,7,0,0.69,1.65,18,11,1,2,0.33,0.67,1.65,0,0,0,0,0,0,#DIV/0!,4,2,6,3,10,5,0.500,0,0,0,-4,-1.33,7,2.33,F,,,,,,6
92,6,Jeanne Hebert,0.55,1.20,0.46,0,1,5,21,3,0.25,1.04,1,0,7,0,0.72,1.59,15,12,1,2,0.33,0.67,1.59,0,0,0,0,0,0,#DIV/0!,3,2,5,2,8,4,0.500,0,0,0,-4,-1.33,7,2.33,F,,,,,,5
93,6,JoAnna Ward,0.55,1.03,0.54,0,0,4,15,2,-0.13,0.00,1,0,7,0,0.40,0.55,12,13,1,2,0.00,1.00,0.55,0,0,0,0,0,0,#DIV/0!,3,2,4,2,7,4,0.571,0,0,0,-5,-2.50,7,3.50,F,,,,,,4
94,6,Daniel Lue,0.14,0.70,0.21,0,0,7,15,2,-0.23,0.00,0,0,7,0,-0.03,0.14,9,14,1,2,0.00,1.00,0.14,0,0,0,0,0,0,#DIV/0!,2,0,3,1,5,1,0.200,0,0,0,-5,-2.50,7,3.50,M,,,,,,7
95,6,Janet Koth,0.27,0.41,0.65,0,0,5,8,1,-0.63,0.00,0,0,7,0,0.03,0.27,6,15,1,1,0.00,1.00,0.27,0,0,0,0,0,0,#DIV/0!,1,1,2,1,3,2,0.667,0,0,0,-6,-6.00,7,7.00,F,,,,,,5
96,6,Ryan Aiken,0.00,0.13,0.00,0,0,4,8,1,-0.50,0.00,0,0,7,0,-0.50,0.00,3,16,1,1,0.00,1.00,0.00,0,0,0,0,0,0,#DIV/0!,0,0,1,0,1,0,0.000,0,0,0,-6,-6.00,7,7.00,M,,,,,,4
97,7,Sandra Diaz-Twine,1.00,13.89,0.072,2,10,0,77,12,0.83,5.83,11,6,7,0.86,1.76,11.98,39,1,1,2,0.83,0.17,6.83,3,0,8,0,11,0,0.00,7,3,7,3,14,6,0.429,0,0,0,1,0.08,11,0.92,F,7/30/1974,6/23/2003,28.9,,,0
98,7,Lillian Morris,2.00,12.74,0.16,0,9,10,73,11,0.81,1.64,7,1,7,0.14,1.11,4.49,30,2,1,2,0.82,0.18,3.64,3,0,8,1,11,1,0.09,4,2,4,1,8,3,0.375,0,0,0,4,0.36,6,0.60,F,,6/23/2003,103.5,,,10
99,7,Jonny Fairplay,2.11,13.89,0.152,2,9,7,77,12,0.74,1.91,8,0,7,0,0.89,4.02,38,3,1,3,0.75,0.25,4.02,3,1,8,0,11,1,0.09,7,3,7,3,14,6,0.429,0,0,0,4,0.33,7,0.58,M,,6/23/2003,103.5,,,7
100,7,Darrah Johnson,4.10,12.94,0.317,0,7,6,70,10,0.69,1.96,7,0,7,0,1.01,6.06,37,4,1,3,0.70,0.30,6.06,3,0,7,3,10,3,0.30,7,2,7,3,14,5,0.357,0,0,0,3,0.30,4,0.57,F,,6/23/2003,103.5,,,6
101,7,Burton Roberts,4.64,11.34,0.409,2,5,10,52,7,0.69,1.43,4,0,7,0,1.10,6.07,30,5,1,2,0.71,0.29,6.07,3,1,6,2,9,3,0.33,5,4,6,4,11,8,0.727,0,0,0,3,0.43,1,0.20,M,,6/23/2003,103.5,,,10
102,7,Christa Hastie,1.00,10.09,0.099,2,7,7,65,9,0.77,1.98,6,0,7,0,0.87,2.98,33,6,1,2,0.78,0.22,2.98,2,0,5,0,7,0,0.00,7,3,8,3,15,6,0.400,0,0,0,3,0.33,6,0.67,F,,6/23/2003,103.5,,,7
103,7,Tijuana Bradley,0.97,8.81,0.110,0,5,5,55,7,0.70,2.22,6,0,7,0,0.81,3.19,30,7,1,2,0.71,0.29,3.19,2,0,4,0,6,0,0.00,6,1,8,4,14,5,0.357,0,0,0,1,0.14,6,0.86,F,,6/23/2003,103.5,,,5
104,7,Rupert Boneham,3.51,6.75,0.520,1,5,7,45,6,0.81,2.12,4,0,7,0,1.33,5.63,27,8,1,1,0.83,0.17,5.63,1,1,3,1,4,2,0.50,6,5,8,4,14,9,0.643,0,0,0,2,0.33,2,0.40,M,1/27/1964,6/23/2003,39.4,,,7
105,7,Ryan Opray,0.97,5.31,0.182,0,3,8,40,5,0.56,1.40,4,0,7,0,0.74,2.37,24,9,1,2,0.60,0.40,2.37,1,0,2,0,3,0,0.00,5,1,8,4,13,5,0.385,0,0,0,1,0.20,4,0.80,M,,6/23/2003,103.5,,,8
106,7,Andrew Savage,0.77,3.11,0.246,0,3,6,31,4,0.70,2.10,3,0,7,0,0.95,2.87,21,10,1,1,0.75,0.25,2.87,0,0,1,0,1,0,0.00,5,1,7,3,12,4,0.333,0,0,0,1,0.25,3,0.75,M,,6/23/2003,103.5,,,6
107,7,Osten Taylor*,0.77,2.11,0.363,0,3,2,21,3,0.68,1.91,2,0,7,0,1.05,2.68,19,11,1,0,1.00,0.00,2.68,0,0,0,0,0,0,#DIV/0!,5,1,7,3,12,4,0.333,0,0,0,1,0.33,2,0.67,M,,6/23/2003,103.5,,,2
108,7,Shawn Cohen,0.94,2.05,0.460,1,3,5,25,4,0.70,2.33,2,0,7,0,1.16,3.28,19,12,1,1,0.75,0.25,3.28,0,0,0,0,0,0,#DIV/0!,5,3,7,3,12,6,0.500,0,0,0,2,0.50,2,0.50,M,,6/23/2003,103.5,,,5
109,7,Trish Dunn,1.14,2.02,0.566,2,2,4,20,3,0.60,2.33,2,0,7,0,1.17,3.48,19,13,1,1,0.67,0.33,3.48,0,0,0,0,0,0,#DIV/0!,5,4,7,3,12,7,0.583,0,0,0,1,0.33,2,0.67,F,,6/23/2003,103.5,,,4
110,7,Michelle Tesauro,0.74,1.62,0.459,2,0,6,14,2,-0.21,0.00,1,0,7,0,0.24,0.74,16,14,1,2,0.00,1.00,0.74,0,0,0,0,0,0,#DIV/0!,4,1,6,4,10,5,0.500,0,0,0,1,0.50,1,0.50,F,,6/23/2003,103.5,,,6
111,7,Ryan Shoulders,0.17,0.58,0.289,0,1,6,15,2,0.30,1.40,0,0,7,0,0.59,1.57,7,15,1,1,0.50,0.50,1.57,0,0,0,0,0,0,#DIV/0!,1,0,3,1,4,1,0.250,0,0,0,2,1.00,0,0.00,M,,6/23/2003,103.5,,,6
112,7,Nicole Delma,0.17,0.29,0.571,0,0,7,8,1,-0.88,0.00,0,0,7,0,-0.30,0.17,4,16,1,1,0.00,1.00,0.17,0,0,0,0,0,0,#DIV/0!,0,0,2,1,2,1,0.500,0,0,0,1,1.00,0,0.00,F,,6/23/2003,103.5,,,7
22,8,Amber Brkich,2.70,12.81,0.21,2,9,6,53,9,0.99,2.80,4,4,7,0.57,1.77,8.93,39,1,2,0,1.00,0.00,5.50,3,0,7,1,10,1,0.10,7,3,7,5,14,8,0.571,1,0,0,5,0.56,-3,-1.50,F,,11/3/2003,103.8,,,6
58,8,Boston Rob Mariano,7.07,12.81,0.55,0,8,1,48,8,1.00,5.60,7,3,7,0.43,1.98,15.24,39,2,2,0,1.00,0.00,12.67,3,1,7,4,10,5,0.50,7,4,7,6,14,10,0.714,1,0,0,1,0.13,0,0.00,M,,11/3/2003,103.8,,,1
8,8,Jenna Lewis,1.48,11.89,0.12,0,8,4,53,9,0.88,3.11,6,0,7,0,1.01,4.60,38,3,2,1,0.89,0.11,4.60,3,0,6,0,9,0,0.00,7,2,7,5,14,7,0.500,1,0,0,3,0.33,-1,-0.50,F,7/16/1977,11/3/2003,26.3,,,4
104,8,Rupert Boneham,3.48,10.89,0.32,0,6,4,50,8,0.74,2.63,6,0,7,0,1.06,6.11,37,4,2,2,0.75,0.25,6.11,3,2,5,0,8,2,0.25,7,2,7,5,14,7,0.500,1,0,0,2,0.25,-1,-1.00,M,1/27/1964,11/3/2003,39.8,,,4
36,8,Big Tom Buchanan,2.24,9.81,0.23,4,5,4,41,6,0.82,2.92,5,0,7,0,1.05,5.16,36,5,2,1,0.83,0.17,5.16,3,0,4,1,7,1,0.14,7,1,7,5,14,6,0.429,0,0,0,1,0.17,-2,2.00,M,10/30/1955,11/3/2003,48.0,,,4
74,8,Shii Ann Huang,1.58,8.81,0.18,3,6,5,52,8,0.74,2.33,7,0,7,0,0.92,3.92,33,6,2,2,0.75,0.25,3.92,2,0,4,1,6,1,0.17,7,2,7,0,14,2,0.143,2,0,0,1,0.13,0,0.00,F,,11/3/2003,103.8,,,5
25,8,Alicia Callaway,1.67,7.81,0.21,2,3,7,30,4,0.69,1.91,2,0,7,0,0.91,3.58,30,7,2,1,0.75,0.25,3.58,2,0,3,0,5,0,0.00,7,4,7,4,14,8,0.571,1,0,0,2,0.50,-5,1.67,F,,11/3/2003,103.8,,,7
51,8,Kathy Vavrick-O'Brien,1.73,4.81,0.36,1,3,6,34,5,0.56,1.68,4,0,7,0,0.92,3.41,28,8,2,2,0.60,0.40,3.41,1,0,1,1,2,1,0.50,7,2,7,0,14,2,0.143,3,0,0,1,0.20,-3,1.50,F,1/6/1954,11/3/2003,49.8,,,6
35,8,Lex Van den Berghe,0.81,4.56,0.18,0,4,7,31,5,0.75,2.04,4,0,7,0,0.93,2.84,27,9,2,1,0.80,0.20,2.84,1,0,1,0,2,0,0.00,6,2,7,0,13,2,0.154,4,0,0,1,0.20,-3,3.00,M,6/18/1963,11/3/2003,40.4,,,7
24,8,Jerri Manthey,0.74,2.64,0.28,0,5,7,33,6,0.80,2.12,3,0,7,0,1.08,2.86,24,10,2,1,0.83,0.17,2.86,0,0,0,0,0,0,#DIV/0!,6,2,7,1,13,3,0.231,1,0,0,3,0.50,-4,#DIV/0!,F,,11/3/2003,103.8,,,7
33,8,Ethan Zohn,0.74,2.44,0.30,0,2,6,28,5,0.36,1.12,3,0,7,0,0.66,1.86,21,11,2,3,0.40,0.60,1.86,0,0,0,0,0,0,#DIV/0!,6,2,6,1,12,3,0.250,1,0,0,2,0.40,-3,3.00,M,11/12/1973,11/3/2003,30.0,,,6
18,8,Colby Donaldson,0.81,1.96,0.41,1,1,4,12,2,0.33,1.75,0,0,7,0,0.75,2.56,19,12,2,1,0.50,0.50,2.56,0,0,0,0,0,0,#DIV/0!,6,2,6,0,12,2,0.167,4,0,0,2,1.00,-6,1.50,M,4/1/1974,11/3/2003,29.6,,,4
4,8,Sue Hawk*,0.63,1.63,0.39,2,1,7,13,2,0.23,1.27,1,0,7,0,0.62,1.91,17,13,2,1,0.50,0.50,1.91,0,0,0,0,0,0,#DIV/0!,5,0,4,3,9,3,0.333,1,0,0,1,0.50,-3,1.00,F,8/17/1961,11/3/2003,42.2,,,7
1,8,Richard Hatch,0.56,1.63,0.34,1,0,6,7,1,-0.86,0.00,0,0,7,0,-0.51,0.56,15,14,2,1,0.00,1.00,0.56,0,0,0,0,0,0,#DIV/0!,4,1,4,0,8,1,0.125,3,0,0,1,1.00,-4,1.33,M,4/8/1961,11/3/2003,42.6,,,6
83,8,Rob Cesternino,0.78,1.23,0.64,1,0,5,6,1,-0.83,0.00,0,0,7,0,-0.20,0.78,12,15,2,1,0.00,1.00,0.78,0,0,0,0,0,0,#DIV/0!,3,2,3,2,6,4,0.667,0,0,0,1,1.00,-3,1.50,M,,11/3/2003,103.8,,,5
81,8,Jenna Morasca*,0.27,0.73,0.36,1,0,6,6,1,-1.00,0.00,0,0,7,0,-0.64,0.27,9,16,2,1,0.00,1.00,0.27,0,0,0,0,0,0,#DIV/0!,2,0,2,0,4,0,0.000,3,0,0,1,1.00,-2,2.00,F,,11/3/2003,103.8,,,6
3,8,Rudy Boesch,0.20,0.57,0.35,0,1,3,11,2,0.36,2.00,1,0,7,0,0.72,2.20,6,17,2,1,0.50,0.50,2.20,0,0,0,0,0,0,#DIV/0!,1,1,2,0,3,1,0.333,0,0,0,1,0.50,-1,-1.00,M,1/20/1928,11/3/2003,75.8,,,3
17,8,Tina Wesson,0.00,0.17,0.00,0,0,4,6,1,-0.67,0.00,0,0,7,0,-0.67,0.00,3,18,2,1,0.00,1.00,0.00,0,0,0,0,0,0,#DIV/0!,0,0,1,0,1,0,0.000,0,0,0,1,1.00,-1,-1.00,F,12/26/1961,11/3/2003,41.9,,,4
113,9,Chris Daugherty,4.82,15.24,0.32,1,10,3,82,12,0.83,3.33,7,5,7,0.71,1.86,11.90,39,1,1,2,0.83,0.17,8.15,4,0,9,3,13,3,0.23,9,5,6,3,15,8,0.533,0,0,0,5,0.42,4,0.44,M,8/29/1970,6/26/2004,33.8,,,3
114,9,Twila Tanner,2.34,14.24,0.16,0,11,6,75,11,0.99,2.80,6,2,7,0.29,1.44,7.39,39,2,1,0,1.00,0.00,5.14,4,0,8,1,12,1,0.08,12,5,6,4,18,9,0.500,0,0,0,5,0.45,5,0.50,F,10/12/1962,6/26/2004,41.7,,,6
115,9,Scout Cloud Lee,0.80,14.24,0.06,2,10,3,82,12,0.83,3.33,8,0,7,0,0.89,2.36,38,3,1,2,0.83,0.17,4.13,4,0,8,0,12,0,0.00,12,2,6,3,18,5,0.278,0,0,0,4,0.33,8,0.67,F,11/8/1944,6/26/2004,59.6,,,3
116,9,Eliza Orlins,4.17,13.24,0.32,0,8,9,78,11,0.72,1.57,5,0,7,0,1.03,5.73,37,4,1,3,0.73,0.27,5.74,4,2,7,1,11,3,0.27,10,4,6,3,16,7,0.438,0,0,0,6,0.55,2,0.20,F,12/25/1982,6/26/2004,21.5,,,9
117,9,Julie Berry,2.34,12.24,0.19,0,4,4,68,9,0.44,1.56,6,0,7,0,0.63,4.16,36,5,1,5,0.44,0.56,3.90,4,1,6,0,10,1,0.10,10,5,6,4,16,9,0.563,0,0,0,3,0.33,5,0.56,F,12/15/1980,6/26/2004,23.5,,,4
118,9,Ami Cusack,3.67,10.24,0.36,0,7,8,70,9,0.77,1.81,7,0,7,0,1.12,5.71,33,6,1,2,0.78,0.22,5.49,3,0,5,2,8,2,0.25,9,4,6,3,15,7,0.467,0,0,0,2,0.22,5,0.71,F,,6/26/2004,104.5,,,8
119,9,Leann Slaby,1.92,8.24,0.23,0,7,8,64,8,0.86,2.04,6,0,7,0,1.09,3.38,30,7,1,1,0.88,0.13,3.96,2,1,4,0,6,1,0.17,8,3,6,3,14,6,0.429,0,0,0,2,0.25,5,0.63,F,7/8/1969,6/26/2004,35.0,,,8
120,9,Chad Crittenden,1.32,7.24,0.18,0,4,7,57,7,0.55,1.45,5,0,7,0,0.74,3.02,27,8,1,3,0.57,0.43,2.77,1,0,4,0,5,0,0.00,8,5,6,3,14,8,0.571,0,0,0,2,0.29,5,0.71,M,,6/26/2004,104.5,,,7
121,9,Lea Sarge Masters,2.07,5.99,0.35,1,4,7,49,6,0.64,1.70,5,0,7,0,0.99,3.37,24,9,1,2,0.67,0.33,3.77,1,0,3,1,4,1,0.25,7,4,6,3,13,7,0.538,0,0,0,1,0.17,4,0.80,M,3/28/1964,6/26/2004,40.2,,,7
122,9,Rory Freeman,0.65,3.99,0.16,0,5,14,47,6,0.78,1.30,0,0,7,0,0.95,1.43,21,10,1,1,0.83,0.17,1.95,0,0,2,0,2,0,0.00,7,2,6,2,13,4,0.308,0,0,0,6,1.00,0,0.00,M,10/30/1968,6/26/2004,35.7,,,14
123,9,John Kenney,1.87,2.79,0.67,0,1,5,30,4,0.21,0.78,3,0,7,0,0.88,3.62,18,11,1,3,0.25,0.75,2.65,0,0,1,1,1,1,1.00,6,3,6,3,12,6,0.500,0,0,0,1,0.25,2,0.67,M,9/26/1981,6/26/2004,22.7,,,5
124,9,Lisa Keiffer,0.52,1.39,0.38,0,2,4,30,4,0.47,1.75,3,0,7,0,0.84,2.62,15,12,1,2,0.50,0.50,2.27,0,0,0,0,0,0,#DIV/0!,5,2,5,2,10,4,0.400,0,0,0,1,0.25,3,0.75,F,,6/26/2004,104.5,,,4
125,9,Bubba Sampson,0.25,2.06,0.12,1,3,6,31,4,0.70,2.10,3,0,7,0,0.82,0.25,12,13,1,1,0.75,0.25,2.35,0,0,1,0,1,0,0.00,4,1,4,1,8,2,0.250,0,0,0,1,0.25,3,0.75,M,2/19/1971,6/26/2004,33.3,,,6
126,9,Brady Finta,0.25,1.77,0.14,0,0,6,24,3,-0.08,0.00,2,0,7,0,0.06,0.25,10,14,1,3,0.00,1.00,0.25,0,0,1,0,1,0,0.00,3,1,3,1,6,2,0.333,0,0,0,1,0.33,2,0.67,M,12/17/1970,6/26/2004,33.5,,,6
127,9,Mia Galeotalanza,0.24,0.49,0.49,0,0,5,17,2,-0.15,0.00,1,0,7,0,0.34,0.24,7,15,1,2,0.00,1.00,0.24,0,0,0,0,0,0,#DIV/0!,2,1,2,1,4,2,0.500,0,0,0,1,0.50,1,0.50,F,,6/26/2004,104.5,,,5
128,9,John Palyok,0.25,1.49,0.17,0,0,5,17,2,-0.15,0.00,1,0,7,0,0.02,0.25,7,16,1,2,0.00,1.00,0.25,0,0,1,0,1,0,0.00,2,1,2,1,4,2,0.500,0,0,0,1,0.50,1,0.50,M,5/13/1973,6/26/2004,31.1,,,5
129,9,Dolly Neely,0.24,0.36,0.65,1,0,5,9,1,-0.56,0.00,0,0,7,0,0.10,0.24,6,17,1,1,0.00,1.00,0.24,0,0,0,0,0,0,#DIV/0!,1,1,2,1,3,2,0.667,0,0,0,1,1.00,0,0.00,F,,6/26/2004,104.5,,,5
130,9,Brook Geraghty,0.00,0.11,0.00,0,0,5,9,1,-0.56,0.00,0,0,7,0,-0.56,0.00,3,18,1,1,0.00,1.00,0.00,0,0,0,0,0,0,#DIV/0!,0,0,1,0,1,0,0.000,0,0,0,1,1.00,0,0.00,M,,6/26/2004,104.5,,,5
403,31,Ciera Eastin,1.23,5.93,0.21,4,3,10,53,5,0.56,1.20,2,0,10,0,0.77,2.43,26,10,2,2,0.60,0.40,2.43,0,0,4,0,4,0,0.00,5,5,6,2,11,7,0.636,0,0,0,3,0.60,2,0.40,F,,,0.0,,,10
411,31,Kass McQuillen,0.75,2.36,0.32,1,1,6,20,2,0.35,1.40,1,0,10,0,0.67,2.15,19,13,2,1,0.50,0.50,2.15,0,0,1,0,1,0,0.00,2,1,6,3,8,4,0.500,2,0,0,1,0.50,1,0.50,F,,,0.0,,,6
28,31,Kimmi Kappenberg,0.80,12.93,0.06,1,5,2,82,9,0.55,2.59,8,0,10,0,0.62,3.40,36,6,2,4,0.56,0.44,3.40,3,0,8,0,11,0,0.00,5,1,6,4,11,5,0.455,1,0,0,1,0.11,8,0.89,F,11/11/1972,,-72.9,,,2
288,31,Monica Padilla,0.29,1.08,0.27,2,0,3,6,1,-0.50,0.00,1,0,10,0,-0.23,0.29,13,16,2,1,0.00,1.00,0.29,0,0,0,0,0,0,#DIV/0!,1,0,5,2,6,2,0.333,1,0,0,0,0.00,1,1.00,F,,,0.0,,,3
409,31,Tasha Fox,1.13,14.93,0.08,1,7,5,96,12,0.58,1.81,8,0,10,0,0.65,2.94,39,2,2,5,0.58,0.42,2.94,3,0,10,0,13,0,0.00,5,2,6,4,11,6,0.545,1,0,0,4,0.33,8,0.67,F,,,0.0,,,5
106,31,Andrew Savage,1.23,4.03,0.30,0,3,4,43,5,0.58,2.10,3,0,10,0,0.89,3.33,21,12,2,2,0.60,0.40,3.33,0.5,0.5,2,0,2.5,0.5,0.20,3,1,6,3,9,4,0.444,1,0,0,2,0.40,3,0.50,M,,,0.0,,,4
429,31,Jeremy Collins,1.64,15.43,0.11,2,7,0,91,11,0.64,4.45,9,10,10,1,1.74,12.09,39,1,2,4,0.64,0.36,6.09,3.5,0,10,1,13.5,1,0.07,5,0,6,4,11,4,0.364,1,0,0,2,0.18,8,0.80,M,,,0.0,,3,3
445,31,Joe Anglim,5.56,9.93,0.56,0,0,8,63,5,-0.03,0.00,3,0,10,0,0.53,5.56,32,8,2,5,0.00,1.00,5.56,2,0,6,4,8,4,0.50,5,4,6,4,11,8,0.727,2,0,0,2,0.40,-1,-1.00,M,,,0.0,,,8
427,31,Keith Nale,3.16,13.93,0.23,0,2,4,81,9,0.22,0.78,6,0,10,0,0.44,3.94,37,5,2,7,0.22,0.78,3.94,3,1,9,1,12,2,0.17,5,2,6,4,11,6,0.545,2,0,0,3,0.33,4,0.50,M,,,0.0,,,4
267,31,Stephen Fishbach,1.84,7.93,0.23,2,4,4,61,7,0.56,2.00,4,0,10,0,0.79,3.84,29,9,2,3,0.57,0.43,3.84,1,1,5,0,6,1,0.17,5,1,6,4,11,5,0.455,1,0,0,3,0.43,3,0.43,M,,,0.0,,5,9
380,31,Abi-Maria Gomes,0.72,11.93,0.06,2,8,14,107,12,0.66,1.04,6,0,10,0,0.72,1.75,35,7,2,4,0.67,0.33,1.75,3,0,7,0,10,0,0.00,5,2,6,1,11,3,0.273,1,0,0,6,0.50,6,0.50,F,,,0.0,,,14
435,31,Kelley Wentworth,3.83,14.93,0.26,2,6,5,104,12,0.50,1.56,7,0,10,0,0.75,5.38,38,4,2,6,0.50,0.50,5.38,3,1,10,2,13,3,0.23,5,2,6,2,11,4,0.364,1,0,0,5,0.42,4,0.40,F,,,0.0,,12,17
2,31,Kelly Wiglesworth,0.72,4.73,0.15,1,1,8,68,7,0.13,0.33,5,0,10,0,0.28,1.05,24,11,2,6,0.14,0.86,1.05,0,0,3,0,3,0,0.00,4,2,6,1,10,3,0.300,1,0,0,2,0.29,5,0.71,F,,,0.0,,,8
226,31,Peih-Gee Law,0.00,0.38,0.00,0,2,4,25,3,0.61,2.33,2,0,10,0,0.61,2.33,9,18,2,1,0.67,0.33,2.33,0,0,0,0,0,0,#DIV/0!,0,0,3,0,3,0,0.000,0,0,0,1,0.33,2,0.67,F,4/7/1978,,-78.3,,,4
452,31,Shirin Oskooi,0.00,0.21,0.00,0,1,5,19,2,0.37,1.56,1,0,10,0,0.37,1.56,6,19,2,1,0.50,0.50,1.56,0,0,0,0,0,0,#DIV/0!,0,0,2,0,2,0,0.000,0,0,0,1,0.50,1,0.50,F,,,0.0,,,5
26,31,Jeff Varner,0.00,0.58,0.00,0,3,4,30,4,0.72,2.63,3,0,10,0,0.72,2.63,11,17,2,1,0.75,0.25,2.63,0,0,0,0,0,0,#DIV/0!,0,0,4,0,4,0,0.000,0,0,0,1,0.25,3,0.75,M,4/16/1966,,-66.3,,,4
410,31,Spencer Bledsoe,3.95,14.93,0.26,1,9,11,117,14,0.64,1.20,7,0,10,0,0.90,5.15,39,2,2,5,0.64,0.36,5.15,3,0,10,3,13,3,0.23,5,3,6,1,11,4,0.364,1,0,0,7,0.50,4,0.36,M,,,0.0,,,11
169,31,Terry Deitz*,0.52,1.58,0.33,1,0,0,19,2,-0.08,0.00,2,0,10,0,0.25,0.52,13,15,2,2,0.00,1.00,0.52,0.5,0.25,0,0,0.5,0.25,0.50,1,0,5,1,6,1,0.167,2,0,0,0,0.00,2,0.88,M,,,0.0,,,0
401,31,Vytas Baskauskas,0.00,0.10,0.00,0,0,6,10,1,-0.60,0.00,0,0,10,0,-0.60,0.00,3,20,2,1,0.00,1.00,0.00,0,0,0,0,0,0,#DIV/0!,0,0,1,0,1,0,0.000,0,0,0,1,1.00,0,0.00,M,,,0.0,,,6
408,31,Woo Hwang,0.52,1.36,0.38,0,2,5,37,5,0.37,1.24,3,0,10,0,0.75,1.76,16,14,2,3,0.40,0.60,1.76,0,0,0,0,0,0,#DIV/0!,2,1,6,1,8,2,0.250,1,0,0,2,0.40,3,0.60,M,,,0.0,,,5
461,32,Alecia Holden,0.13,3.45,0.04,0,2,8,15,3,0.49,1.56,0,0,7,0,0.53,1.68,11,14,1,1,0.67,0.33,1.68,0,0,0,0,0,0,#DIV/0!,1,0,4,0,5,0,0.000,1,0,0,3,1.00,0,0.00,F,,,0.0,,,8
462,32,Cydney Gillon,1.96,12.40,0.16,0,7,5,60,9,0.77,2.42,7,0,7,0,0.93,4.38,37,4,1,2,0.78,0.22,4.38,2.5,0,7,1,10,1,0.10,6,1,6,2,12,3,0.250,1,0,0,2,0.22,6,0.75,F,,,0.0,,,5
463,32,Darnell Hamilton,0.00,0.17,0.00,0,0,3,6,1,-0.50,0.00,0,0,7,0,-0.50,0.00,3,18,1,1,0.00,1.00,0.00,0,0,0,0,0,0,#DIV/0!,0,0,1,0,1,0,0.000,0,0,0,1,1.00,0,0.00,M,,,0.0,,,3
464,32,Jennifer Lanzetti,0.00,0.37,0.00,0,1,3,11,2,0.36,2.00,1,0,7,0,0.36,2.00,6,17,1,1,0.50,0.50,2.00,0,0,0,0,0,0,#DIV/0!,0,0,2,0,2,0,0.000,0,0,0,1,0.50,1,0.50,F,,,0.0,,,3
